,gold,characters,hypothesis,value
87487,беременность,беременность,беременность,37.8218994140625
51119,Опера,Опера,Опера,37.82972717285156
19346,ДВОКУ,ДВОКУ,ДВОКУ,37.841217041015625
68959,Сбавь,Сбавь,Сбавь,37.843360900878906
117831,набоков,набоков,набоков,37.853759765625
51111,Омск,Омск,Омск,37.8798713684082
38723,Лошади,Лошади,Лошади,37.91400146484375
137625,премия,премия,премия,37.91830062866211
34459,Киргизия,Киргизия,Киргизия,37.95096969604492
18321,Год Экологии,ГодЭкологии,Год Экологии,37.963287353515625
82734,Швеция,Швеция,Швеция,37.96790313720703
83530,ЮАР,ЮАР,ЮАР,37.978736877441406
81828,Чехия,Чехия,Чехия,37.989341735839844
169812,Ту 160,Ту160,Ту160,37.99748992919922
117757,мфц,мфц,м ф ц,37.998374938964844
148438,специалист,специалист,специалист,38.01072311401367
40210,Магас,Магас,Магас,38.01219177246094
154671,часы работы,часыработы,часы работы,38.017578125
19789,Дарьял,Дарьял,Дарьял,38.02641296386719
147515,сотрудники,сотрудники,сотрудники,38.029449462890625
34772,Коломна,Коломна,Коломна,38.03784942626953
107759,конверт,конверт,конверт,38.04094314575195
76026,Сыщик,Сыщик,Сыщик,38.050506591796875
91543,встреча,встреча,встреча,38.062171936035156
83534,ЮВАО,ЮВАО,ЮВАО,38.07252502441406
115023,митинг,митинг,митинг,38.103981018066406
1258,Алабино,Алабино,Алабино,38.10988235473633
108839,контроль,контроль,контроль,38.112548828125
71130,Слежка,Слежка,Слежка,38.1192512512207
151581,туризм,туризм,туризм,38.13600158691406
6283,Булгаков,Булгаков,Булгаков,38.148555755615234
102067,здоровье,здоровье,здоровье,38.15550231933594
129604,погоня,погоня,погоня,38.166664123535156
30439,Ивановское,Ивановское,Ивановское,38.21437454223633
114702,мигрант,мигрант,мигрант,38.253150939941406
19442,ДЭПЛ,ДЭПЛ,ДЭПЛ,38.266414642333984
169709,Су 25,Су25,Су25,38.26741027832031
127033,патент,патент,патент,38.280582427978516
70791,Сикорский,Сикорский,Сикорский,38.30036163330078
149095,статуя,статуя,статуя,38.307456970214844
86595,аптека,аптека,аптека,38.37229919433594
27811,Долль,Долль,Долль,38.388877868652344
54681,Пекин,Пекин,Пекин,38.39803695678711
83546,ЮЗАО,ЮЗАО,ЮЗАО,38.417049407958984
90717,внуково,внуково,внуково,38.439369201660156
17816,Глубина,Глубина,Глубина,38.44173812866211
72844,Соглашение,Соглашение,Соглашение,38.457611083984375
100501,животное,животное,животное,38.46169662475586
74444,Спецназ,Спецназ,Спецназ,38.461788177490234
9626,Владивосток,Владивосток,Влади восток,38.487789154052734
112972,мвд,мвд,м в д,38.51421356201172
142098,ростех,ростех,ростех,38.51792907714844
97999,дизайн,дизайн,дизайн,38.51844787597656
80166,ЦМВС,ЦМВС,ЦМВС,38.537841796875
160557,Арми 2018,Арми2018,Арми 2018,38.54655456542969
6372,ВЗВОД,ВЗВОД,ВЗВОД,38.550697326660156
92143,выходные,выходные,выходные,38.55908966064453
167258,Открытка 2016,Открытка2016,Открытка 2016,38.57512283325195
39594,МВД России,МВДРоссии,МВД России,38.57557678222656
74511,Сражения,Сражения,Сражения,38.58190155029297
110298,кунцево,кунцево,кунцево,38.58195114135742
136969,пошлина,пошлина,пошли на,38.58404541015625
144608,селектор,селектор,селектор,38.591087341308594
140656,ресторан,ресторан,ресторан,38.60765075683594
123396,ограбление,ограбление,ограбление,38.610443115234375
110165,крюково,крюково,крюково,38.612754821777344
124291,оповещение,оповещение,о повещение,38.628055572509766
77631,ТиНАО,ТиНАО,Ти НАО,38.63736343383789
90122,ветеран,ветеран,ветеран,38.6446418762207
117044,моя россия,мояроссия,моя россия,38.66061019897461
122404,обыск,обыск,обыск,38.666770935058594
117761,мчс,мчс,м ч с,38.66801452636719
33827,Кемерово,Кемерово,Кемерово,38.670928955078125
124245,операция,операция,операция,38.675537109375
149121,страхование,страхование,страхование,38.67695617675781
34521,Кирхнер,Кирхнер,Кирхнер,38.681365966796875
127341,первый канал,первыйканал,первый канал,38.690330505371094
85383,автосервис,автосервис,авто сервис,38.69131851196289
109339,космос,космос,космо с,38.72389602661133
78144,Тренировки,Тренировки,Тренировки,38.73807907104492
112769,масленица,масленица,масленица,38.7396240234375
138159,преступления,преступления,преступления,38.7666015625
68923,Сахалин,Сахалин,Сахалин,38.77128601074219
46287,Мордовия,Мордовия,Мордовия,38.77936553955078
33508,Камчатка,Камчатка,Камчатка,38.78496170043945
55534,Подводники,Подводники,Подводники,38.79285430908203
153181,фотопроект,фотопроект,фото проект,38.81547546386719
123464,ограничение,ограничение,ограничение,38.825496673583984
34099,Кидзания,Кидзания,Кидзания,38.82698440551758
102112,зебра,зебра,зебра,38.8291015625
33382,Калибр,Калибр,Калибр,38.84142303466797
130314,подросток,подросток,подросток,38.84469223022461
153126,фотомарки,фотомарки,фото марки,38.85661697387695
80174,ЦПВС,ЦПВС,ЦПВС,38.85845184326172
82760,Шевцова,Шевцова,Шевцова,38.865543365478516
49986,Новый Год,НовыйГод,Новый Год,38.875980377197266
85669,агенство,агенство,агенство,38.890010833740234
136999,ппс,ппс,ппс,38.899261474609375
64127,Праздник,Праздник,Праздник,38.915748596191406
81209,Чернобыль,Чернобыль,Черно быль,38.91875457763672
90065,вертолет,вертолет,вертолет,38.95132064819336
111426,ложное сообщение,ложноесообщение,ложное сообщение,38.95286560058594
115210,можайский,можайский,можайский,38.96070861816406
149430,суббота,суббота,суббота,38.98221969604492
169741,Су 34,Су34,Су34,38.98982238769531
83501,ЮАО,ЮАО,ЮАО,39.020748138427734
126422,отрадное,отрадное,отрадное,39.02428436279297
163865,Ка 52,Ка52,Ка 52,39.02606964111328
114873,министр,министр,министр,39.049049377441406
78948,Устинова,Устинова,Устинова,39.04956817626953
151314,тренировка,тренировка,тренировка,39.05067825317383
70898,Сколково,Сколково,Сколково,39.088287353515625
54762,Первый Канал,ПервыйКанал,Первый Канал,39.10889434814453
110330,купюры,купюры,купюры,39.11913299560547
80839,Цфо,Цфо,Цфо,39.123268127441406
17202,ГУМВД,ГУМВД,ГУМВД,39.12580490112305
145485,сим карты,симкарты,сим карты,39.2138671875
91360,воскресник,воскресник,воскресник,39.23241424560547
116510,мошенники,мошенники,мошенники,39.239036560058594
138250,приглашение,приглашение,приглашение,39.23976135253906
66329,Рембат,Рембат,Рембат,39.254188537597656
65481,РВиА,РВиА,РВиА,39.2551383972168
129781,подвиг,подвиг,подвиг,39.268211364746094
156158,экономика,экономика,экономика,39.274410247802734
106075,каскад,каскад,каскад,39.34130096435547
108995,коньково,коньково,коньково,39.34827423095703
26850,Детский Мир,ДетскийМир,Детский Мир,39.35165023803711
80158,ЦВПП,ЦВПП,ЦВПП,39.38871383666992
147939,спартак,спартак,спартак,39.389469146728516
48073,Мурманск,Мурманск,Мурманск,39.40127944946289
4148,Безопастность,Безопастность,Безопастность,39.41746520996094
71239,Словения,Словения,Словения,39.42420196533203
159062,2 ОПП,2ОПП,2ОПП,39.43232727050781
84076,Якутия,Якутия,Якутия,39.4454345703125
152404,учитель года,учительгода,учитель года,39.47090148925781
132870,порча,порча,порча,39.47710418701172
17273,Гастроли,Гастроли,Гастроли,39.48577880859375
68857,Саранск,Саранск,Саранск,39.502052307128906
28218,ЕДП,ЕДП,ЕДП,39.51576614379883
153303,футбол,футбол,футбол,39.53548812866211
80081,Хотиненко,Хотиненко,Хотиненко,39.55668258666992
143553,свадьба,свадьба,свадьба,39.57390594482422
143587,свао,свао,свао,39.57960510253906
69824,Сейшелы,Сейшелы,Сейшелы,39.58097839355469
33341,Казпочта,Казпочта,Каз почта,39.58621597290039
31834,Исландия,Исландия,Исландия,39.588035583496094
126629,памятник,памятник,памятник,39.59613037109375
124770,останкинский,останкинский,останкинский,39.601722717285156
23930,День СВ,ДеньСВ,День СВ,39.607940673828125
53559,ПМЭФ,ПМЭФ,ПМЭФ,39.62898635864258
79778,Хакасия,Хакасия,Хакасия,39.6324462890625
149790,таблетки,таблетки,таблетки,39.64874267578125
88245,благодарю,благодарю,благодарю,39.657470703125
93194,голуби,голуби,голуби,39.68297576904297
107791,конверты,конверты,конверты,39.68342590332031
118222,нагорный,нагорный,нагорный,39.7076301574707
65030,Псков,Псков,Псков,39.711971282958984
33082,Кавалерия,Кавалерия,Кавалерия,39.724891662597656
47604,Музеи,Музеи,Музеи,39.731346130371094
86661,аспидка,аспидка,аспидка,39.73964309692383
79204,Финансы,Финансы,Финансы,39.749263763427734
120975,новогодник,новогодник,новогодник,39.76865768432617
54696,Пенза,Пенза,Пенза,39.80710220336914
76202,Тайфун,Тайфун,Тайфун,39.8094482421875
1932,Амурск,Амурск,Амурск,39.830528259277344
96186,день матери,деньматери,день матери,39.83357238769531
153808,хорошие новости,хорошиеновости,хорошие новости,39.83638000488281
88926,бугорок,бугорок,бугорок,39.86846160888672
127090,патроны,патроны,патроны,39.87799835205078
144754,семинар,семинар,семинар,39.88053894042969
30652,Ижевск,Ижевск,Ижевск,39.90944290161133
51558,Опора России,ОпораРоссии,Опора России,39.91893005371094
145679,скорбим,скорбим,скорбим,39.930267333984375
84101,Якутск,Якутск,Якутск,39.959869384765625
168193,РИФ 2017,РИФ2017,РИФ 2017,39.9639892578125
112540,майбах,майбах,майбах,39.965370178222656
153948,хорёк,хорёк,хорёк,39.98524475097656
150093,таможня,таможня,та можня,40.00027847290039
167364,ПМК 4,ПМК4,ПМК 4,40.008392333984375
167808,Поиск 2017,Поиск2017,Поиск 2017,40.01427459716797
2556,Армия РФ,АрмияРФ,Армия РФ,40.020870208740234
38464,Линдберг,Линдберг,Линдберг,40.059120178222656
99675,дюрер,дюрер,дюрер,40.0686149597168
150489,технологии,технологии,технологии,40.074337005615234
110675,лекарства,лекарства,лекарства,40.07513427734375
56031,Подлодки,Подлодки,Под лодки,40.07645797729492
125047,отдых,отдых,отдых,40.07948303222656
101855,заслон,заслон,заслон,40.08160400390625
103728,израиль,израиль,израиль,40.08757781982422
129490,победители,победители,победители,40.09713363647461
14433,Воронеж,Воронеж,Воронеж,40.105308532714844
6215,Брянск,Брянск,Брянск,40.105712890625
104037,интервью,интервью,интервью,40.108890533447266
69414,Себеж,Себеж,Себеж,40.12278747558594
132216,полиция России,полицияРоссии,полиция России,40.12773513793945
148630,спирт,спирт,спирт,40.17311477661133
158671,1 опп,1опп,1 опп,40.18573760986328
1222,Акербат,Акербат,Акербат,40.20566177368164
27768,Доверие,Доверие,Доверие,40.213748931884766
88811,бренд,бренд,бренд,40.27601623535156
38674,Локрой,Локрой,Локрой,40.27756881713867
132749,понедельник,понедельник,понедельник,40.27772521972656
143746,сделай сам,сделайсам,сделай сам,40.284210205078125
129579,погоны,погоны,погоны,40.29800796508789
47619,Музеон,Музеон,Музеон,40.30392837524414
98242,дмитровский,дмитровский,дмитровский,40.329158782958984
102982,золотая,золотая,золотая,40.344139099121094
106608,кедр,кедр,кед р,40.34619140625
17143,ГИБДД,ГИБДД,ГИБДД,40.351409912109375
119988,наша команда,нашакоманда,наша команда,40.35292434692383
17217,ГУМВС,ГУМВС,ГУМВС,40.35874938964844
169751,Су 57,Су57,Су 57,40.36321258544922
155100,чертаново,чертаново,чертаново,40.367095947265625
115072,михайлов,михайлов,михайлов,40.367279052734375
152554,федеральный,федеральный,федеральный,40.40338897705078
117217,музыкальная,музыкальная,музыкальная,40.426292419433594
19244,Гудаута,Гудаута,Гудаута,40.436004638671875
65688,Разведчики,Разведчики,Разведчики,40.43833923339844
84313,автобус,автобус,автобус,40.43972396850586
127018,пасха,пасха,пасха,40.44273376464844
147021,сокольники,сокольники,сокольники,40.45301818847656
112329,львята,львята,львята,40.47766876220703
156894,ювао,ювао,ювао,40.50218963623047
149192,страховка,страховка,страховка,40.502864837646484
6414,ВКС России,ВКСРоссии,ВКС России,40.52129364013672
88130,благодарность,благодарность,благодарность,40.58258819580078
98097,для детей,длядетей,для детей,40.61518859863281
149244,стрит арт,стритарт,стритарт,40.62873077392578
92271,гаджеты,гаджеты,гаджеты,40.629329681396484
153100,фото ПБ,фотоПБ,фото ПБ,40.648860931396484
157158,юзао,юзао,юзао,40.659847259521484
67134,Рудской,Рудской,Рудской,40.664833068847656
46235,Монголия,Монголия,Монголия,40.68473434448242
114333,метеорит,метеорит,ме теорит,40.69925308227539
30639,Идлиб,Идлиб,Ид либ,40.71918487548828
111366,логистика,логистика,логистика,40.72222137451172
137402,праздник,праздник,праздник,40.73523712158203
117764,мы помним,мыпомним,мы помним,40.74037170410156
74103,Спасатели,Спасатели,Спасатели,40.74740982055664
103943,индюки,индюки,индюки,40.76812744140625
56212,Поехали,Поехали,Поехали,40.76859664916992
65913,Ребенок,Ребенок,Ребенок,40.770851135253906
464,Австралия,Австралия,Австралия,40.78071594238281
156057,щукино,щукино,щукино,40.781620025634766
127161,пдд,пдд,п дд,40.785377502441406
51990,Оружие России,ОружиеРоссии,Оружие России,40.821556091308594
75550,Строгино,Строгино,Строгино,40.848541259765625
120351,некрасовка,некрасовка,некрасовка,40.860198974609375
98026,для граждан,дляграждан,для граждан,40.86981201171875
111594,ломбард,ломбард,ломбард,40.874610900878906
36954,Краснодар,Краснодар,Красно дар,40.874786376953125
117498,музыканты,музыканты,музыканты,40.87963104248047
86527,анонс,анонс,ан онс,40.904273986816406
150884,тонировка,тонировка,тонировка,40.9096565246582
51492,Опознание,Опознание,Опознание,40.93696594238281
96890,день победы,деньпобеды,день победы,40.943275451660156
153327,хамовники,хамовники,хамовники,40.943458557128906
85959,актуально,актуально,актуально,40.97760009765625
156868,юбилей,юбилей,юбилей,40.98377990722656
89149,бутырский,бутырский,бутырский,40.991455078125
49275,Никулин,Никулин,Ни кулин,41.00333023071289
127124,патруль,патруль,патруль,41.01300811767578
85023,автопарк,автопарк,авто парк,41.025306701660156
165225,МАКС 2015,МАКС2015,МАКС 2015,41.04629135131836
64580,Преступники,Преступники,Преступники,41.04698181152344
98333,добро почта,добропочта,добро почта,41.05178451538086
165269,МАКС 2017,МАКС2017,МАКС 2017,41.06033706665039
88780,браслет,браслет,брас лет,41.063270568847656
161894,ВТБ 24,ВТБ24,ВТБ 24,41.0818977355957
53781,Пакистан,Пакистан,Пак и стан,41.09700012207031
112701,марьинский,марьинский,марьинский,41.099971771240234
25417,День знаний,Деньзнаний,День знаний,41.10420608520508
147765,социальные сети,социальныесети,социальные сети,41.12879943847656
145441,сигареты,сигареты,сигареты,41.131622314453125
90613,вконтакте,вконтакте,вконтакте,41.140865325927734
153513,хоккей,хоккей,хоккей,41.147605895996094
93830,граффити,граффити,граффити,41.154808044433594
156083,экзамен,экзамен,эк замен,41.166412353515625
113663,медицина,медицина,медицина,41.169105529785156
34064,Кидбург,Кидбург,Кидбург,41.17838668823242
77482,Терскол,Терскол,Терскол,41.18753433227539
66538,Розыск,Розыск,Розыск,41.19463348388672
140483,ребенок,ребенок,ребенок,41.25422286987305
116259,мотовзвод,мотовзвод,мото взвод,41.27138137817383
75525,Стрижи,Стрижи,Стрижи,41.321075439453125
131775,полицейский,полицейский,полицейский,41.3338508605957
103884,инвалид,инвалид,инвалид,41.35601043701172
78211,Триумф,Триумф,Триумф,41.35917663574219
152208,урлс,урлс,урлс,41.387840270996094
27684,Добрый Знак,ДобрыйЗнак,Добрый Знак,41.39548110961914
13758,Волгоград,Волгоград,Волгоград,41.42091751098633
156867,юао,юао,ю а о,41.42424774169922
84719,автомобиль,автомобиль,автомобиль,41.448726654052734
159521,5 причин,5причин,5 причин,41.45140838623047
121650,новый год,новыйгод,новый год,41.461036682128906
157189,якиманка,якиманка,якиманка,41.49082565307617
92186,гагаринский,гагаринский,гагаринский,41.56733703613281
117805,мытная,мытная,мытная,41.573760986328125
83554,ЮНЕСКО,ЮНЕСКО,ЮНЕСКО,41.58475112915039
156212,экскурсия,экскурсия,экскурсия,41.59272766113281
100307,женский день,женскийдень,женский день,41.593021392822266
112669,марьино,марьино,марьино,41.60255432128906
64555,Пресса,Пресса,Пресса,41.60584259033203
159774,7 вещей,7вещей,7 вещей,41.623199462890625
123852,октрытка,октрытка,октрытка,41.705039978027344
95883,день знаний,деньзнаний,день знаний,41.706146240234375
134473,почта россии,почтароссии,почта россии,41.721649169921875
162603,Дружба 2017,Дружба2017,Дружба 2017,41.737648010253906
102127,знакомство,знакомство,знакомство,41.741905212402344
105368,истребители,истребители,истребители,41.752498626708984
111979,лошадь,лошадь,лошадь,41.763450622558594
82797,Шойгу,Шойгу,Шо йгу,41.780696868896484
154847,черемушки,черемушки,черемушки,41.79138946533203
152129,университет,университет,университет,41.79198455810547
77234,Телепрограммы,Телепрограммы,Теле программы,41.81028747558594
155891,шарапов,шарапов,шарапов,41.82111358642578
145971,смартфон,смартфон,смартфон,41.830806732177734
2704,Артиллерия,Артиллерия,Артиллерия,41.830833435058594
57691,Полигоны,Полигоны,Полигоны,41.844207763671875
84795,автомойка,автомойка,автомойка,41.88713455200195
17158,ГЛОНАСС,ГЛОНАСС,ГЛОНАСС,41.89559555053711
3670,Балтийск,Балтийск,Балтийск,41.89936828613281
72416,Совет Дня,СоветДня,Совет Дня,41.95688247680664
92074,выхино,выхино,выхино,41.96086883544922
133324,поступок,поступок,поступок,41.96234893798828
109518,красносельский,красносельский,красно сельский,42.007545471191406
87088,басманный,басманный,басманный,42.01145935058594
68540,СМИ о нас,СМИонас,СМИ о нас,42.08451461791992
98547,доллар,доллар,доллар,42.106163024902344
160253,АРМИ 2018,АРМИ2018,АРМИ 2018,42.11705780029297
39664,МГСЧС,МГСЧС,МГСЧС,42.11872100830078
99605,дубнинская,дубнинская,дубнинская,42.130794525146484
30677,Изобретатели,Изобретатели,Изобретатели,42.14256286621094
54851,Перевооружение,Перевооружение,Перево оружение,42.14796829223633
21225,День Города,ДеньГорода,День Города,42.16314697265625
146031,снеговики,снеговики,снеговики,42.176612854003906
92098,выходной,выходной,выходной,42.180477142333984
65447,РВВДКУ,РВВДКУ,РВВДКУ,42.21003723144531
17318,Герасимов,Герасимов,Герасимов,42.221065521240234
169515,Сочи 2015,Сочи2015,Сочи 2015,42.22290802001953
100275,жеглов,жеглов,жеглов,42.23167037963867
137445,праздники,праздники,праздники,42.23184585571289
33045,КВВАУЛ,КВВАУЛ,КВВАУЛ,42.23322296142578
31697,Иркутск,Иркутск,Иркутск,42.25056838989258
103506,ивановское,ивановское,ивановское,42.25450897216797
25496,День памяти,Деньпамяти,День памяти,42.267696380615234
19450,Дагестан,Дагестан,Дагестан,42.2878532409668
114211,мейларт,мейларт,мейларт,42.338199615478516
8283,Верный Друг,ВерныйДруг,Верный Друг,42.364097595214844
151036,трамвай,трамвай,трамвай,42.36476516723633
151253,транспорт,транспорт,транспорт,42.386375427246094
173546,с 8 марта,с8марта,с 8 марта,42.387489318847656
127058,патриот,патриот,патриот,42.38846969604492
139185,пропаганда,пропаганда,пропаганда,42.397239685058594
127881,письма детей,письмадетей,письма детей,42.39850997924805
163663,Ил 38,Ил38,Ил 38,42.39866256713867
119230,наркотик,наркотик,наркотик,42.40101623535156
17106,Вьетнам,Вьетнам,Вьет нам,42.412410736083984
91431,вперед Россия,впередРоссия,вперед Россия,42.416099548339844
107128,китай город,китайгород,китай город,42.418914794921875
79626,Франклин,Франклин,Франклин,42.42308807373047
160209,АРМИ 2017,АРМИ2017,АРМИ 2017,42.448123931884766
140373,распродажа,распродажа,распродажа,42.4487419128418
140039,путешествия,путешествия,путешествия,42.455257415771484
89369,вакансия,вакансия,вакансия,42.46345901489258
138448,присяга,присяга,присяга,42.471065521240234
49152,Николай Панков,НиколайПанков,Николай Панков,42.53849792480469
90411,видео полиция,видеополиция,видео полиция,42.539424896240234
168449,СПСЧ 13,СПСЧ13,СПСЧ 13,42.56425476074219
107389,коваленко,коваленко,коваленко,42.579322814941406
145531,скиммер,скиммер,скиммер,42.581626892089844
19320,ДВВОКУ,ДВВОКУ,ДВВОКУ,42.58502960205078
161786,ВСКС 15,ВСКС15,ВСКС 15,42.61975860595703
88306,богородское,богородское,богородское,42.64423751831055
143384,сахарово,сахарово,сахарово,42.655662536621094
153252,фраза дня,фразадня,фраза дня,42.65879821777344
79315,Фолкнер,Фолкнер,Фолкнер,42.660011291503906
161996,ВЭФ 2017,ВЭФ2017,ВЭФ 2017,42.70331573486328
89216,важная дата,важнаядата,важная дата,42.72461700439453
48129,Мьянма,Мьянма,Мьянма,42.74445343017578
163693,Ил 78,Ил78,Ил78,42.75250244140625
161958,ВЭФ 2016,ВЭФ2016,ВЭФ 2016,42.75967788696289
89490,вандализм,вандализм,вандализм,42.77066421508789
153479,ховрино,ховрино,ховрино,42.82228469848633
68623,Салехард,Салехард,Салехард,42.822288513183594
151699,уведомление,уведомление,уведомление,42.83167266845703
84959,автономера,автономера,автономера,42.83314514160156
147910,соцсети,соцсети,соц сети,42.8399772644043
147095,солнцево,солнцево,солнцево,42.84518814086914
123984,онлайн покупки,онлайнпокупки,онлайн покупки,42.848609924316406
152753,филателия,филателия,филателия,42.87161636352539
34844,Колумбия,Колумбия,Колумбия,42.897518157958984
154092,царицино,царицино,царицино,42.900901794433594
98572,донорство,донорство,донорство,42.906280517578125
38380,Ликвидаторы,Ликвидаторы,Ликвидаторы,42.919124603271484
143595,свиблово,свиблово,свиблово,42.94602966308594
84557,автоматизация,автоматизация,автоматизация,42.95249557495117
151001,трамваи,трамваи,трамваи,42.957847595214844
108694,контрабанда,контрабанда,контрабанда,42.972225189208984
240,Абхазия,Абхазия,Абхазия,42.98870086669922
173504,рио 2016,рио2016,рио 2016,43.014102935791016
142439,савеловский,савеловский,савеловский,43.0141487121582
63983,Правонарушения,Правонарушения,Право нарушения,43.02975082397461
136908,почты мира,почтымира,почты мира,43.05366516113281
86847,бабушкинский,бабушкинский,бабушкинский,43.05415725708008
90519,виды почты,видыпочты,виды почты,43.073116302490234
98401,долгожитель,долгожитель,долгожитель,43.07759475708008
87665,бибирево,бибирево,бибирево,43.08287048339844
39834,МФЮА,МФЮА,МФЮА,43.09674835205078
80910,Часовой,Часовой,Часовой,43.09766387939453
91930,выпускник,выпускник,выпускник,43.1038703918457
104999,инфографика,инфографика,инфографика,43.120826721191406
155941,шри ланка,шриланка,шриланка,43.1236572265625
146364,снегопад,снегопад,снегопад,43.12986373901367
119279,наркотики,наркотики,наркотики,43.1402473449707
109418,краски жизни,краскижизни,краски жизни,43.15980529785156
163812,КЭФ 2016,КЭФ2016,КЭФ 2016,43.161407470703125
32710,Истребители,Истребители,Истребители,43.17808532714844
123967,омвд,омвд,ом в д,43.184295654296875
105263,история почты,историяпочты,история почты,43.21963119506836
123333,овощебаза,овощебаза,овоще база,43.220149993896484
121990,носорог,носорог,но сорог,43.22724151611328
160927,БАРС 2017,БАРС2017,БАРС 2017,43.24451446533203
82929,Экспедиция,Экспедиция,Экспедиция,43.2470703125
149466,субботник,субботник,субботник,43.261634826660156
108882,конференция,конференция,конференция,43.26364517211914
141836,российская федерация,российскаяфедерация,российская федерация,43.275901794433594
160737,Армия России 2017,АрмияРоссии2017,Армия России 2017,43.2760009765625
154380,церемония,церемония,церемония,43.29084014892578
109277,коррупция,коррупция,коррупция,43.302162170410156
86947,банкнота,банкнота,банкнота,43.31303787231445
66864,Ростов,Ростов,Ростов,43.31476593017578
23068,День Рождения,ДеньРождения,День Рождения,43.33205032348633
78634,Ульяновск,Ульяновск,Ульяновск,43.33357238769531
116683,моя полиция,мояполиция,моя полиция,43.3441162109375
152632,фестиваль,фестиваль,фестиваль,43.36210632324219
33406,Калининград,Калининград,Калининград,43.375308990478516
78827,УсСВУ,УсСВУ,УсСВУ,43.380287170410156
108777,контрафакт,контрафакт,контра факт,43.41337203979492
68590,СПбСВУ,СПбСВУ,СПб СВУ,43.438804626464844
24497,День Студента,ДеньСтудента,День Студента,43.45188522338867
61599,Почтовые Истории,ПочтовыеИстории,Почтовые Истории,43.453529357910156
23030,День РТВ,ДеньРТВ,День РТВ,43.48915100097656
190,АКЕРБАТ,АКЕРБАТ,АКЕРБАТ,43.49382019042969
131693,полицейские,полицейские,полицейские,43.4942512512207
94492,дегунино,дегунино,дегунино,43.503501892089844
108430,конная полиция,коннаяполиция,конная полиция,43.552764892578125
152018,уилсон,уилсон,уилсон,43.57451629638672
140185,работаем брат,работаембрат,работаем брат,43.58795928955078
14106,Вопрос Дня,ВопросДня,Вопрос Дня,43.58940887451172
142850,самозащита,самозащита,само защита,43.61003112792969
30020,Зеленоград,Зеленоград,Зеленоград,43.61339569091797
166991,Новый Год 2018,НовыйГод2018,Новый Год 2018,43.645206451416016
109360,котенок,котенок,котенок,43.649253845214844
119082,наркомания,наркомания,наркомания,43.65647506713867
6490,ВМедА,ВМедА,В Мед А,43.66069412231445
103445,зябликово,зябликово,зябликово,43.702816009521484
7121,Вездеходы,Вездеходы,Вез деходы,43.71303939819336
163777,КЭФ 2015,КЭФ2015,КЭФ 2015,43.71794891357422
152687,филателист,филателист,филателист,43.75507354736328
110034,круг света,кругсвета,круг света,43.79413604736328
132603,полиция россии,полицияроссии,полиция россии,43.81370162963867
49828,Новости ДНЯ,НовостиДНЯ,Новости ДНЯ,43.81795883178711
147257,соревнование,соревнование,соревнование,43.87602996826172
94552,дежурная часть,дежурнаячасть,де журная часть,43.8790283203125
111313,лица почты,лицапочты,лица почты,43.89411163330078
89293,важные даты,важныедаты,важные даты,43.895111083984375
85622,автоугон,автоугон,авто угон,43.92388916015625
32806,Итуруп,Итуруп,Итуруп,43.92969512939453
87216,беговой,беговой,бего вой,43.956695556640625
83851,Юнармия,Юнармия,Юнармия,43.96691131591797
77913,Тополь М,ТопольМ,Тополь М,43.97046661376953
150045,талисман,талисман,тали сман,43.98155212402344
49019,Николай Басков,НиколайБасков,Николай Басков,43.98363494873047
34902,Комментарий МО,КомментарийМО,Комментарий МО,43.9858283996582
19505,Дальний Восток,ДальнийВосток,Дальний Восток,43.99304962158203
97441,дети пишут,детипишут,дети пишут,44.010154724121094
161911,ВФМС 2017,ВФМС2017,ВФМС 2017,44.02827453613281
103627,идеи для дома,идеидлядома,идеи для дома,44.044517517089844
22951,День Победы,ДеньПобеды,День Победы,44.06159973144531
168477,Санкт _ Петербург,Санкт_Петербург,Санкт_Петербург,44.07558059692383
152322,участковые,участковые,участковые,44.08594512939453
154805,чемпионы,чемпионы,чем пионы,44.09856033325195
147356,соревнования,соревнования,соревнования,44.1007080078125
139921,профсоюз,профсоюз,профсоюз,44.11955642700195
149030,стажировка,стажировка,стажировка,44.128929138183594
142325,рябиновая,рябиновая,рябиновая,44.13990783691406
141294,розыск,розыск,розыск,44.149139404296875
103967,инструктаж,инструктаж,инструктаж,44.16300964355469
133241,пост о почте,постопочте,посто почте,44.17383575439453
60717,Почта доставляет,Почтадоставляет,Почта доставляет,44.17474365234375
1290,Алагяз,Алагяз,Алагяз,44.225181579589844
153295,фскн,фскн,фскн,44.24563980102539
74481,Сплин,Сплин,С плин,44.24909591674805
89846,велопарад,велопарад,вело парад,44.26884841918945
90357,вешняки,вешняки,вешняки,44.27497100830078
36029,Конная Полиция,КоннаяПолиция,Конная Полиция,44.291255950927734
26321,Десантники,Десантники,Десантники,44.32655334472656
48582,Нахимовцы,Нахимовцы,Нахимовцы,44.3598747253418
81865,Чистое Небо,ЧистоеНебо,Чистое Небо,44.37156295776367
38507,Линкольн,Линкольн,Линкольн,44.376220703125
70289,Селенга,Селенга,Селенга,44.37893295288086
110200,кузьминки,кузьминки,кузьминки,44.37928009033203
127227,первый звонок,первыйзвонок,первый звонок,44.384246826171875
115684,молодежь,молодежь,моло дежь,44.38477325439453
63439,Почты Мира,ПочтыМира,Почты Мира,44.422882080078125
1315,Алеппо,Алеппо,Алеппо,44.4300651550293
18710,Города Победы,ГородаПобеды,Города Победы,44.45440673828125
