,gold,characters,hypothesis,value
14874,daily exercise,dailyexercise,dailyexercise,28.78545379638672
24839,mothers day,mothersday,mothers day,28.800777435302734
58060,true blood,trueblood,true blood,28.806869506835938
31409,ukrds,ukrds,ukrds,28.822601318359375
55762,DEMF,DEMF,DEMF,28.833293914794922
19786,Paper Heroes,PaperHeroes,Paper Heroes,28.840633392333984
77428,death whale,deathwhale,deathwhale,28.848846435546875
10165,music monday,musicmonday,music monday,28.85253143310547
75918,beer friday,beerfriday,beer friday,28.872623443603516
54575,follow Friday,followFriday,follow Friday,28.928661346435547
17316,bck 5,bck5,bck5,28.942935943603516
42285,for our hero,forourhero,for our hero,28.99374008178711
13908,aloha friday,alohafriday,aloha friday,29.019184112548828
30311,digital planet,digitalplanet,digital planet,29.045063018798828
10509,Samaya,Samaya,Samaya,29.054195404052734
20884,sam bradley,sambradley,sam bradley,29.05556869506836
65689,gfail,gfail,gfail,29.056133270263672
55981,maternal health,maternalhealth,maternal health,29.068878173828125
47215,Emetrics,Emetrics,Emetrics,29.070491790771484
24302,i lost the game,ilostthegame,i lost the game,29.080841064453125
51689,vfth,vfth,vfth,29.089317321777344
32550,EFTPOS,EFTPOS,EFTPOS,29.093833923339844
8384,aacr,aacr,aacr,29.094722747802734
12249,ipv6 summit,ipv6summit,ipv6summit,29.09579849243164
54496,sick friday,sickfriday,sickfriday,29.114917755126953
8680,progrock,progrock,progrock,29.130840301513672
16357,spark people,sparkpeople,sparkpeople,29.15896987915039
58127,i lose weight,iloseweight,i lose weight,29.170265197753906
183,camera fail,camerafail,camera fail,29.17424774169922
17699,divorce party,divorceparty,divorce party,29.214054107666016
5805,UFC 97,UFC97,UFC 97,29.23007583618164
60468,Save Me From Hell,SaveMeFromHell,Save Me From Hell,29.230968475341797
20073,kelloggs,kelloggs,kelloggs,29.240150451660156
2733,twunes,twunes,twunes,29.28769302368164
54254,mu story,mustory,mu story,29.299808502197266
1522,the in betweeners,theinbetweeners,the inbetweeners,29.301597595214844
38911,london 2009,london2009,london 2009,29.311290740966797
3751,Fifth Summit,FifthSummit,Fifth Summit,29.34795379638672
18990,save chuck,savechuck,save chuck,29.376750946044922
48048,Bash mash,Bashmash,Bashmash,29.401153564453125
5326,RSD 09,RSD09,RSD09,29.411304473876953
3316,sat chat,satchat,sat chat,29.45867156982422
65313,JavaONE,JavaONE,Java ONE,29.46432876586914
23876,Chestermere,Chestermere,Chestermere,29.48843765258789
29418,sky tools,skytools,skytools,29.490447998046875
16993,hn date,hndate,hndate,29.49272918701172
9299,mw 2009,mw2009,mw2009,29.494609832763672
19304,podcast friday,podcastfriday,podcast friday,29.50338363647461
61213,far poll,farpoll,farpoll,29.515071868896484
1090,baby punch,babypunch,babypunch,29.52264404296875
69633,amc main,amcmain,amcmain,29.53243637084961
68351,omg impatient,omgimpatient,omg impatient,29.571544647216797
68148,bike TO,bikeTO,bikeTO,29.598628997802734
34756,l3ree,l3ree,l3ree,29.599761962890625
5341,sota 09,sota09,sota09,29.632816314697266
9324,summer 09,summer09,summer09,29.63501739501953
48590,sony sucks,sonysucks,sonysucks,29.65325164794922
38410,football 3 s,football3s,football3s,29.66541290283203
22081,star wars day,starwarsday,starwarsday,29.679950714111328
68645,uk pubs,ukpubs,ukpubs,29.692947387695312
55150,website fail,websitefail,website fail,29.709823608398438
14859,WWDC s,WWDCs,WWDCs,29.717018127441406
56937,electro house,electrohouse,electrohouse,29.717342376708984
63961,war is fucked,warisfucked,war is fucked,29.746917724609375
12559,tweet jack,tweetjack,tweetjack,29.77859878540039
35903,28 fresh,28fresh,28fresh,29.785274505615234
44181,Photo Follows,PhotoFollows,Photo Follows,29.834087371826172
23723,sa votes,savotes,savotes,29.837539672851562
38509,post hunt,posthunt,post hunt,29.84872817993164
22026,taste camp,tastecamp,tastecamp,29.850265502929688
64809,bad microsoft,badmicrosoft,bad microsoft,29.86056900024414
50598,perl tweet,perltweet,perltweet,29.89691162109375
18852,A1GP,A1GP,A1GP,29.91021728515625
345,Kulula,Kulula,Kulula,29.919376373291016
422,stuck record,stuckrecord,stuck record,29.941802978515625
45396,tek 09,tek09,tek09,29.99571990966797
68675,insane defaults,insanedefaults,insane defaults,30.03685760498047
55336,DR WHO,DRWHO,DR WHO,30.03945541381836
5061,whuffie,whuffie,whuffie,30.05309295654297
76912,note to god,notetogod,note to god,30.05913543701172
71463,friend fail,friendfail,friend fail,30.072742462158203
5205,fifth summit,fifthsummit,fifth summit,30.075382232666016
37797,a11y,a11y,a11y,30.079593658447266
2074,blue peter,bluepeter,bluepeter,30.09998321533203
73401,atl tweet,atltweet,atltweet,30.11648941040039
8228,cold remedy,coldremedy,cold remedy,30.143016815185547
21595,paw party,pawparty,pawparty,30.15489959716797
47295,4 networking,4networking,4 networking,30.185001373291016
43672,Tamil,Tamil,Tamil,30.187278747558594
48232,emc world,emcworld,emcworld,30.20218276977539
49695,Death Sponge,DeathSponge,Death Sponge,30.210201263427734
55770,tweet coding,tweetcoding,tweetcoding,30.21147918701172
21195,pixel tamer,pixeltamer,pixel tamer,30.21273422241211
16267,frankie 95,frankie95,frankie95,30.21701431274414
3506,camp courage,campcourage,campcourage,30.221481323242188
11080,Tinted Windows,TintedWindows,Tinted Windows,30.227596282958984
12893,moose tracks,moosetracks,moose tracks,30.234283447265625
38124,book blockade,bookblockade,book blockade,30.239059448242188
25519,twitter takeover,twittertakeover,twitter takeover,30.247085571289062
39284,we should find out,weshouldfindout,we should find out,30.260238647460938
29540,twitter fail,twitterfail,twitter fail,30.266643524169922
12690,Typo3,Typo3,Typo 3,30.319869995117188
1974,Mesh 09,Mesh09,Mesh09,30.356216430664062
71221,oh no you didnt,ohnoyoudidnt,oh no you didnt,30.364559173583984
71005,maker faire,makerfaire,makerfaire,30.36602020263672
29014,apple fail,applefail,apple fail,30.378459930419922
11360,food fail,foodfail,food fail,30.3828125
5826,geek meet,geekmeet,geekmeet,30.38962173461914
7835,wake training,waketraining,wake training,30.405567169189453
14591,OmniGraffle,OmniGraffle,OmniGraffle,30.41370391845703
39478,write chat,writechat,write chat,30.429637908935547
37630,gnu cash,gnucash,gnucash,30.450428009033203
38999,sulax,sulax,sula x,30.47724151611328
30610,net prophet,netprophet,net prophet,30.48971176147461
73464,flyer talk,flyertalk,flyertalk,30.50783920288086
78716,FAIl,FAIl,FAIl,30.55886459350586
65464,melting away,meltingaway,melting away,30.585636138916016
32324,win playlist,winplaylist,win playlist,30.62923812866211
18365,dddsw,dddsw,dddsw,30.641681671142578
12159,Lions 09,Lions09,Lions 09,30.670883178710938
15447,tff 2009,tff2009,tff2009,30.672454833984375
37749,type nerd,typenerd,type nerd,30.681697845458984
13695,follow friday,followfriday,follow friday,30.689228057861328
46180,Fellowes,Fellowes,Fellowes,30.70633316040039
12214,sage pay,sagepay,sagepay,30.708683013916016
37807,RC Car,RCCar,RC Car,30.726566314697266
63644,topic maps,topicmaps,topic maps,30.754283905029297
76508,jay leno,jayleno,jayleno,30.79613494873047
836,fantasy surfer,fantasysurfer,fantasy surfer,30.812255859375
75589,wish 27,wish27,wish27,30.82239532470703
35713,india votes,indiavotes,india votes,30.862289428710938
55675,im just sayin,imjustsayin,im just sayin,30.893966674804688
34527,3 hot words,3hotwords,3 hot words,30.907163619995117
33775,chrome sucks,chromesucks,chrome sucks,30.951644897460938
66844,ad lounge,adlounge,adlounge,30.9598388671875
53735,webinale,webinale,webinale,30.964683532714844
69005,ox teach,oxteach,oxteach,30.986072540283203
37122,the green death,thegreendeath,the green death,30.997512817382812
34210,owjen,owjen,owjen,30.999835968017578
44583,where camp,wherecamp,wherecamp,31.00461196899414
20405,we are lasers,wearelasers,we are lasers,31.067001342773438
10700,pol 09,pol09,pol09,31.094242095947266
48503,Save Earl,SaveEarl,Save Earl,31.104522705078125
11602,sv 2009,sv2009,sv2009,31.181068420410156
5004,spec trial,spectrial,spectrial,31.20245361328125
6413,Twitter whore,Twitterwhore,Twitter whore,31.213333129882812
15969,munlei,munlei,munlei,31.214950561523438
15244,paw pawty,pawpawty,pawpawty,31.224651336669922
69057,tv _ addict,tv_addict,tv_addict,31.22854995727539
36312,Lime is back,Limeisback,Lime is back,31.231563568115234
70728,Virtual Kiss,VirtualKiss,Virtual Kiss,31.235103607177734
13083,rails conf,railsconf,railsconf,31.269214630126953
49371,for daisy,fordaisy,for daisy,31.27257537841797
55061,kids min,kidsmin,kids min,31.300086975097656
48812,au remix,auremix,au remix,31.331981658935547
49780,TEDx Tokyo,TEDxTokyo,TEDx Tokyo,31.38958740234375
13512,hamthrax,hamthrax,hamthrax,31.40301513671875
36115,fringe failure,fringefailure,fringe failure,31.40973663330078
23656,140 Sunday,140Sunday,140 Sunday,31.414562225341797
12317,lions 2009,lions2009,lions2009,31.419971466064453
42458,charity tuesday,charitytuesday,charity tuesday,31.449722290039062
16026,FLETCHER DAY,FLETCHERDAY,FLETCHER DAY,31.465408325195312
12622,jonas live,jonaslive,jonaslive,31.517208099365234
63752,bored boots,boredboots,boredboots,31.518375396728516
22702,shop to earn,shoptoearn,shop to earn,31.521865844726562
43172,lost arg,lostarg,lostarg,31.52759552001953
1901,nick darcy,nickdarcy,nickdarcy,31.56619644165039
5365,web raising,webraising,webraising,31.576717376708984
44138,CakePHP,CakePHP,CakePHP,31.614208221435547
78595,open space code,openspacecode,open space code,31.620681762695312
40709,bento box,bentobox,bentobox,31.676254272460938
50008,adam lambert,adamlambert,adam lambert,31.73977279663086
67611,IDP Relief,IDPRelief,IDP Relief,31.759777069091797
10451,tweet dare,tweetdare,tweetdare,31.79220199584961
56192,Dayquil,Dayquil,Dayquil,31.794513702392578
75564,xbox e3,xboxe3,xboxe3,31.820674896240234
30259,twit hugs,twithugs,twithugs,31.822566986083984
20508,celebrity apprentice,celebrityapprentice,celebrity apprentice,31.86034393310547
60147,sytycd,sytycd,sytycd,31.912643432617188
70058,feast friday,feastfriday,feast friday,31.91433334350586
10336,medifast,medifast,medifast,31.963092803955078
35935,twumpet,twumpet,twumpet,32.05746078491211
46548,microsoft fail,microsoftfail,microsoft fail,32.07162857055664
34240,ass trending,asstrending,asstrending,32.10456848144531
12440,kentucky derby,kentuckyderby,kentuckyderby,32.114479064941406
6082,ned fail,nedfail,ned fail,32.11564254760742
12985,aces 2009,aces2009,aces 2009,32.11714553833008
74787,The Green Teen,TheGreenTeen,The Green Teen,32.16300964355469
24424,Sanctuary Sunday,SanctuarySunday,Sanctuary Sunday,32.20186233520508
55350,meta meets,metameets,metameets,32.2169075012207
7136,amazon fail,amazonfail,amazon fail,32.23722457885742
10297,poss con,posscon,posscon,32.264892578125
73728,the green teen,thegreenteen,the green teen,32.27114486694336
10543,fiesta movement,fiestamovement,fiesta movement,32.29610061645508
44694,famous lovelies,famouslovelies,famous lovelies,32.30949020385742
77036,favorite movie,favoritemovie,favorite movie,32.31803894042969
42160,gr8 conf,gr8conf,gr8conf,32.33458709716797
59689,traffic za,trafficza,trafficza,32.33620071411133
7698,skater hockey,skaterhockey,skater hockey,32.37472915649414
73369,palm pre,palmpre,palm pre,32.41794967651367
55008,twiparty,twiparty,twiparty,32.426231384277344
72719,miss him already,misshimalready,miss him already,32.435768127441406
8299,last masters,lastmasters,last masters,32.4537467956543
52134,large pussy,largepussy,large pussy,32.455482482910156
51467,forecast friday,forecastfriday,forecast friday,32.45909881591797
13049,aware sg,awaresg,aware sg,32.517356872558594
64769,lil oven,liloven,liloven,32.55217742919922
37960,sri lanka,srilanka,sri lanka,32.574363708496094
66896,grand rapids,grandrapids,grand rapids,32.5846061706543
9599,bersetzen,bersetzen,bersetzen,32.58938217163086
19453,hburg news,hburgnews,hburgnews,32.59174346923828
32429,future sonic,futuresonic,future sonic,32.629146575927734
49881,jaljeera,jaljeera,jaljeera,32.64899826049805
13392,Dutch lessons,Dutchlessons,Dutch lessons,32.65719223022461
25150,technological racism,technologicalracism,technological racism,32.69194412231445
23172,frenchie b,frenchieb,frenchieb,32.7567138671875
46956,iabnet,iabnet,ia bnet,32.796173095703125
2813,pain buddies,painbuddies,pain buddies,32.82273864746094
15803,mh strategy,mhstrategy,mhstrategy,32.83275604248047
7,therapy fail,therapyfail,therapy fail,32.85812759399414
22234,beacon Hotel,beaconHotel,beacon Hotel,32.863128662109375
66111,stevie wonder,steviewonder,stevie wonder,32.88988494873047
40877,twitter fon,twitterfon,twitter fon,32.89210510253906
32518,sust now,sustnow,sustnow,32.8929328918457
13559,rock plat,rockplat,rock plat,32.91996383666992
11890,Global Marijuana March,GlobalMarijuanaMarch,Global Marijuana March,32.92131805419922
66785,rr theatre,rrtheatre,rr theatre,32.93364715576172
18388,magical moms,magicalmoms,magical moms,32.94667053222656
29251,rpattz,rpattz,rpattz,32.969329833984375
9758,Henry Wood House,HenryWoodHouse,Henry Wood House,32.993141174316406
22782,sig jeans,sigjeans,sig jeans,33.001502990722656
51102,amped 180,amped180,amped180,33.010986328125
24636,twitter musical,twittermusical,twitter musical,33.0172119140625
68190,social media tv,socialmediatv,social media tv,33.02418899536133
72267,3 aaah,3aaah,3 aaah,33.063323974609375
60532,bTrendie,bTrendie,b Trendie,33.08527374267578
24204,euruko,euruko,euruko,33.093536376953125
34442,SMC Sea,SMCSea,SMC Sea,33.10740661621094
46688,comic relief party,comicreliefparty,comic relief party,33.10917663574219
68569,metaverse u,metaverseu,metaverseu,33.15110397338867
27549,vampire beatles,vampirebeatles,vampirebeatles,33.15914535522461
53529,dunkin donuts,dunkindonuts,dunkin donuts,33.23020553588867
10066,symp 09,symp09,symp09,33.23520278930664
61250,smc chicago,smcchicago,smcchicago,33.24329376220703
13621,flossy love,flossylove,flossy love,33.25437927246094
18733,django con,djangocon,djangocon,33.3097038269043
64683,farting loud,fartingloud,farting loud,33.34123229980469
68311,comet 09,comet09,comet09,33.34787368774414
65664,sccr18,sccr18,sccr18,33.38986587524414
14687,Kolache Factory,KolacheFactory,Kolache Factory,33.40717315673828
36478,TDC ag,TDCag,TDCag,33.4179801940918
2417,ASOT 400,ASOT400,ASOT 400,33.45629119873047
40319,roz savage,rozsavage,rozsavage,33.456390380859375
29744,boycott nick,boycottnick,boycott nick,33.532325744628906
15488,fail whale,failwhale,failwhale,33.535980224609375
51830,save Earl,saveEarl,save Earl,33.56406021118164
56728,cow friday,cowfriday,cowfriday,33.579612731933594
43985,still smokefree,stillsmokefree,still smoke free,33.613224029541016
11201,Opposite Tuesday,OppositeTuesday,Opposite Tuesday,33.615360260009766
55489,unfollow friday,unfollowfriday,unfollow friday,33.64279556274414
49426,platform biased,platformbiased,platform biased,33.66813659667969
74431,startup 2 startup,startup2startup,startup2startup,33.69141387939453
34586,damn heroin,damnheroin,damn heroin,33.693214416503906
23371,zach is sexy,zachissexy,zach is sexy,33.693485260009766
49573,bradie webb,bradiewebb,bradiewebb,33.71994400024414
19104,barista wannabe,baristawannabe,barista wannabe,33.79503631591797
74263,grammar nazi,grammarnazi,grammar nazi,33.798133850097656
63433,climber pickup,climberpickup,climber pickup,33.79896545410156
33476,punt astrophe,puntastrophe,puntastrophe,33.81174087524414
64099,coffe club,coffeclub,coffe club,33.8722038269043
46465,t barcamp,tbarcamp,tbarcamp,33.8870849609375
34741,NKTOB,NKTOB,NKTOB,33.934696197509766
53496,Coktup,Coktup,Coktup,33.953636169433594
37383,book mooch,bookmooch,bookmooch,33.989891052246094
17502,mp expenses,mpexpenses,mp expenses,34.01203155517578
59171,miley brazil,mileybrazil,mileybrazil,34.01220703125
76099,leno leaves,lenoleaves,leno leaves,34.02495193481445
29147,trend fixing,trendfixing,trendfixing,34.02827453613281
506,twit teriffic,twitteriffic,twitteriffic,34.19837951660156
48545,SB drinks,SBdrinks,SB drinks,34.20817565917969
17199,hoppus day,hoppusday,hoppusday,34.2237663269043
30417,jonas paranoid,jonasparanoid,jonasparanoid,34.26540756225586
30986,oph crack,ophcrack,ophcrack,34.304317474365234
24151,wakeskate,wakeskate,wake skate,34.328975677490234
46092,cf objective,cfobjective,cf objective,34.399627685546875
63903,bad optus,badoptus,badoptus,34.424095153808594
54924,leeds united,leedsunited,leeds united,34.44927215576172
50315,save earl,saveearl,save earl,34.4617805480957
14427,MWYDA,MWYDA,MWYDA,34.48516845703125
32119,sg tweet up,sgtweetup,sgtweetup,34.54767990112305
75454,SSMTUP,SSMTUP,SSMTUP,34.58428192138672
7608,robie creek,robiecreek,robie creek,34.65202331542969
42358,make histori,makehistori,makehistori,34.68873977661133
30913,Pistol Wink,PistolWink,Pistol Wink,34.73508071899414
60229,2 wk film,2wkfilm,2 wk film,34.73741149902344
38239,delonge day,delongeday,delonge day,34.77012634277344
44421,moan monday,moanmonday,moan monday,34.780025482177734
38849,go jays go,gojaysgo,gojaysgo,34.821590423583984
49928,singh bca,singhbca,singhbca,34.84663009643555
28286,twitter 4 vg,twitter4vg,twitter4vg,34.8588981628418
59608,sack of dicks,sackofdicks,sack of dicks,34.897178649902344
39872,i am so graceful,iamsograceful,i am so graceful,34.902740478515625
57058,deadliest catch,deadliestcatch,deadliest catch,34.90628433227539
11628,LBF 09,LBF09,LBF09,35.0140495300293
18192,r2 picnic,r2picnic,r2picnic,35.081016540527344
20296,star trek arg,startrekarg,startrekarg,35.08982849121094
29619,bne traffic,bnetraffic,bnetraffic,35.1126823425293
75105,moustache fail,moustachefail,moustache fail,35.129737854003906
24952,Save Dollhouse,SaveDollhouse,Save Dollhouse,35.16595458984375
15132,Chris Flu,ChrisFlu,Chris Flu,35.214332580566406
31044,ignite sydney,ignitesydney,ignite sydney,35.234336853027344
47084,mayhem crew,mayhemcrew,mayhem crew,35.2387809753418
26369,when i were a lad,wheniwerealad,when i were a lad,35.3519401550293
76308,terrible kitty mom,terriblekittymom,terrible kitty mom,35.40523147583008
67331,camp jitterbug,campjitterbug,camp jitterbug,35.42975997924805
26886,Bring Tara Back,BringTaraBack,Bring Tara Back,35.43534851074219
66984,strategic Clock,strategicClock,strategic Clock,35.4879035949707
70411,hump the stump,humpthestump,hump the stump,35.48873519897461
54678,EAS active,EASactive,EAS active,35.5767822265625
55646,LA ftw,LAftw,LA ftw,35.595558166503906
59837,star girl in space,stargirlinspace,stargirl in space,35.598167419433594
6530,Felipe Baby,FelipeBaby,Felipe Baby,35.655113220214844
36494,z0S09,z0S09,z0S09,35.71567153930664
12799,cartoon avie,cartoonavie,cartoon avie,35.76178741455078
30681,road twip,roadtwip,roadtwip,35.79769515991211
8508,NHL tweetup,NHLtweetup,NHL tweet up,35.80045700073242
52012,legend of the seeker,legendoftheseeker,legend of the seeker,35.818599700927734
28380,teched 2009,teched2009,tech ed 2009,35.8283576965332
52200,unnecessary _ shit,unnecessary_shit,unnecessary_shit,35.872127532958984
56449,wish i was in LA,wishiwasinLA,wish i was in LA,35.87554168701172
43210,smx london,smxlondon,smx london,35.9188232421875
8097,gadget show live,gadgetshowlive,gadget show live,35.932518005371094
78940,absolution rising,absolutionrising,absolution rising,35.95640563964844
74622,full moon crazy,fullmooncrazy,fullmooncrazy,36.066062927246094
60262,jonas webcast,jonaswebcast,jonaswebcast,36.117156982421875
54763,fuck you fridays,fuckyoufridays,fuck you fridays,36.17683792114258
65910,idm final,idmfinal,idm final,36.210453033447266
11024,prosehos,prosehos,prosehos,36.2344970703125
5909,inline slalom,inlineslalom,in line slalom,36.29784393310547
64188,favorite icecream,favoriteicecream,favorite ice cream,36.35413360595703
78378,bionic commando,bioniccommando,bionic commando,36.39553451538086
51709,not at leaky,notatleaky,not at leaky,36.401893615722656
78142,mars is coming,marsiscoming,mars is coming,36.434181213378906
29461,shibari con,shibaricon,shibaricon,36.45081329345703
62278,i totally missed your face,itotallymissedyourface,i totally missed your face,36.492523193359375
61075,tango thursdays,tangothursdays,tango thursdays,36.50904846191406
71905,the office nbc,theofficenbc,the office nbc,36.5264892578125
13994,uxcb09,uxcb09,uxcb09,36.54661178588867
56157,Sav Earl,SavEarl,Sav Earl,36.58037185668945
21071,kosher FAIL,kosherFAIL,kosherFAIL,36.612388610839844
50533,v2 power cut,v2powercut,v2 power cut,36.63207244873047
65444,BEA 09,BEA09,BE A09,36.64236068725586
77866,trying not to be a stalker,tryingnottobeastalker,trying not to be a stalker,36.66195297241211
19725,shoals biz,shoalsbiz,shoals biz,36.681941986083984
7992,big deal moms,bigdealmoms,big deal moms,36.69782638549805
50192,simeon hobbes,simeonhobbes,simeon hobbes,36.783321380615234
7507,chick in train,chickintrain,chick in train,36.92195510864258
67676,penile words,penilewords,penile words,36.92729187011719
27898,brambles fightback,bramblesfightback,brambles fight back,36.92852020263672
13176,sleepless in seattle,sleeplessinseattle,sleepless in seattle,36.96430587768555
14389,dddscot,dddscot,dddscot,37.10237503051758
3243,maximo park,maximopark,maximopark,37.163570404052734
57966,3 words after sex,3wordsaftersex,3 words after sex,37.323856353759766
34002,NHL Tweet up,NHLTweetup,NHL Tweetup,37.346107482910156
57205,reject prop 8,rejectprop8,reject prop 8,37.370426177978516
78831,30 seconds to mars,30secondstomars,30 seconds to mars,37.3777961730957
51792,bupa 10k,bupa10k,bupa 10k,37.47967529296875
31658,teched 09,teched09,teched09,37.558006286621094
65635,bea tweet up,beatweetup,be a tweet up,37.568321228027344
50373,Fling out Friday,FlingoutFriday,Fling out Friday,37.602134704589844
70151,NO FAKERY,NOFAKERY,NO FAKERY,37.61581802368164
30837,yarra trams,yarratrams,yarratrams,37.629581451416016
23105,30 SECONDS TO MARS,30SECONDSTOMARS,30 SECONDS TO MARS,37.73616027832031
16796,poynter day,poynterday,poynter day,37.80445098876953
49980,uollts,uollts,uollts,37.810482025146484
6269,SATO 48,SATO48,SA TO 48,37.812801361083984
7806,vconqr,vconqr,vconqr,37.8936767578125
2024,IVAA 09,IVAA09,IVAA09,37.962425231933594
20972,Hoppus day,Hoppusday,Hoppus day,38.002349853515625
31343,SAPPHIRE 09,SAPPHIRE09,SAPPHIRE 09,38.006568908691406
46290,save food day,savefoodday,savefoodday,38.02229690551758
47431,golden opportunity missed,goldenopportunitymissed,golden opportunity missed,38.07024002075195
70894,geeks on a plane,geeksonaplane,geeks on a plane,38.176143646240234
44355,gfy monday,gfymonday,gfy monday,38.18565368652344
43874,moan mondays,moanmondays,moan mondays,38.35438537597656
40212,lofnotc,lofnotc,lofnotc,38.362998962402344
28193,family force 5,familyforce5,family force 5,38.45396423339844
59451,woozy wednesday,woozywednesday,woozy wednesday,38.459224700927734
18672,Sehnsucht,Sehnsucht,Sehnsucht,38.461612701416016
17324,TYGa man,TYGaman,TYGaman,38.60643768310547
76189,boo bad losers,boobadlosers,boo bad losers,38.62698745727539
59281,unfollow diddy,unfollowdiddy,unfollowdiddy,38.7308464050293
35297,craving something sweet,cravingsomethingsweet,craving something sweet,38.739898681640625
1319,Automation At a Cost,AutomationAtaCost,Automation At a Cost,38.874813079833984
59261,ShuaBq,ShuaBq,Shua Bq,39.0941276550293
23986,open hack london,openhacklondon,open hack london,39.09681701660156
36510,Ed Tweet up,EdTweetup,EdTweetup,39.14463806152344
15187,kilau meet,kilaumeet,kilaumeet,39.22273635864258
71769,Cookout of the century,Cookoutofthecentury,Cookout of the century,39.28647232055664
44645,Twitarrr,Twitarrr,Twitarrr,39.33678436279297
72079,shortcake fail,shortcakefail,shortcakefail,39.55207824707031
66044,whuffaoke,whuffaoke,whuffaoke,39.57945251464844
33388,lost fan fail,lostfanfail,lost fan fail,39.71818161010742
17367,Euro Django Con,EuroDjangoCon,Euro DjangoCon,39.82939147949219
36052,3 turnoff words,3turnoffwords,3 turn off words,39.87799835205078
33001,middle name thursday,middlenamethursday,middle name thursday,39.906524658203125
75220,zappn launch,zappnlaunch,zappn launch,40.02769088745117
33919,twss thurs,twssthurs,twssthurs,40.11351013183594
68466,brand wkshop,brandwkshop,brandwkshop,40.16746139526367
34701,LOSNOTC,LOSNOTC,LO SNOTC,40.18278121948242
65189,screengrab 09,screengrab09,screengrab09,40.21651840209961
62469,im a deprived child,imadeprivedchild,im a deprived child,40.28797912597656
27696,mikey way day,mikeywayday,mikeywayday,40.441612243652344
40010,dogsitter fail,dogsitterfail,dog sitter fail,40.46601486206055
22328,iihf hockey,iihfhockey,iihfhockey,40.52503204345703
57307,3 stalker words,3stalkerwords,3 stalker words,40.529903411865234
72893,noc tweetup,noctweetup,noctweetup,40.55563735961914
39359,post hunt 09,posthunt09,posthunt09,40.561222076416016
39073,LOFNOTC,LOFNOTC,LOFNOTC,40.633148193359375
64560,jonas new songs,jonasnewsongs,jonasnewsongs,40.65996551513672
64377,visial voicemail,visialvoicemail,visial voicemail,40.7048225402832
27436,when i were a lass,wheniwerealass,when i were a lass,40.7783088684082
21889,pictures for sad children,picturesforsadchildren,pictures for sad children,40.92301940917969
3606,bar camp orlando,barcamporlando,barcamporlando,41.05147171020508
42724,psych unit entertainment,psychunitentertainment,psych unit entertainment,41.348751068115234
56116,oew0509,oew0509,oew0509,41.35194778442383
18480,Hollywood Rcds,HollywoodRcds,Hollywood Rcds,41.53425216674805
36747,wossy book club,wossybookclub,wossybookclub,41.60935592651367
48758,mufty fail,muftyfail,mufty fail,41.65432357788086
68827,frehley friday,frehleyfriday,frehleyfriday,41.69686508178711
6913,india votes 09,indiavotes09,indiavotes09,41.72821807861328
50787,shaun diviney,shaundiviney,shaun diviney,41.8200569152832
967,titsup tuesday,titsuptuesday,tits up tuesday,41.86296463012695
74096,bea twitty party,beatwittyparty,beatwittyparty,42.05788040161133
3366,philly code camp,phillycodecamp,philly code camp,42.131065368652344
67452,SAP Inside track,SAPInsidetrack,SAP Insidetrack,42.238792419433594
5622,here before oprah,herebeforeoprah,here before oprah,42.259315490722656
26149,looking at paint colours again,lookingatpaintcoloursagain,looking at paint colours again,42.38582992553711
26431,crap soap lines,crapsoaplines,crap soap lines,42.39411544799805
86,gay for peavy,gayforpeavy,gayforpeavy,42.708988189697266
78252,tbilnewm edia,tbilnewmedia,tbilnewmedia,42.790496826171875
27029,TWO HANDS FLETCHER,TWOHANDSFLETCHER,TWO HANDS FLETCHER,42.819461822509766
69790,britains got talent,britainsgottalent,britains got talent,42.890769958496094
19525,bar camp bham,barcampbham,barcamp bham,42.93070983886719
17038,Waltz With Bashir,WaltzWithBashir,Waltz With Bashir,42.95600509643555
34817,People Browsr,PeopleBrowsr,People Brows r,43.642478942871094
77989,php vikinger,phpvikinger,phpvikinger,44.04595947265625
2953,idiotic twitter apps,idiotictwitterapps,idiotic twitter apps,44.153907775878906
16681,tour de blono,tourdeblono,tour de blono,44.29435729980469
11502,Its Grim Up North,ItsGrimUpNorth,Its Grim Up North,44.6522331237793
72571,flax and fiber friday,flaxandfiberfriday,flax and fiber friday,45.02009963989258
2260,fri night fever,frinightfever,fri night fever,45.0502815246582
23457,OMG SWINE FLU,OMGSWINEFLU,OMG SWINE FLU,45.36301803588867
16932,keys in mah car,keysinmahcar,keys in mah car,45.413795471191406
20799,Hsv Tweet up,HsvTweetup,Hsv Tweetup,45.51770782470703
74929,foll will friday,follwillfriday,follwillfriday,45.86923599243164
66504,jrz twitter lunch,jrztwitterlunch,jrz twitter lunch,45.911983489990234
36901,no undies sunday,noundiessunday,no undies sunday,46.55009841918945
7370,Grand East Anglia Run,GrandEastAngliaRun,Grand East Anglia Run,46.734031677246094
7033,bar camp bkk3,barcampbkk3,barcampbkk3,46.98587417602539
61877,is the recession over yet,istherecessionoveryet,is the recession over yet,47.01306915283203
66268,friday fire hazzard,fridayfirehazzard,fridayfirehazzard,47.31874465942383
28465,hot lesbian twitter lovin,hotlesbiantwitterlovin,hot lesbian twitterlovin,47.39883804321289
73847,stupid work suxes,stupidworksuxes,stupid worksuxes,47.46220779418945
65835,My PowerBook G4 RIP,MyPowerBookG4RIP,My PowerBook G4 RIP,48.280616760253906
